Time,Name,Address / Platform,Region,Town,Updated_URL
"Monday, 6:00 PM",brooklyns-mens-rap-group,1545 Atlantic Avnue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/brooklyns-mens-rap-group
"Monday, 6:00 PM",dewey-or-dont-we-group,Online1740 Eastchester Road,Bronx,Queens,https://www.narcotics.com/na-meeting/dewey-or-dont-we-group
"Monday, 6:00 PM",west-side-recovery-group,Online2217 John F Kennedy Boulevard,Jersey City,Queens,https://www.narcotics.com/na-meeting/west-side-recovery-group
"Monday, 6:15 PM",midtown-connection-group,239 West 49th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/midtown-connection-group
"Monday, 6:30 PM",todays-women-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/todays-women-group
"Monday, 6:30 PM",village-spiritual-workshop-group,50 East 7th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/village-spiritual-workshop-group
"Monday, 6:30 PM",seeking-recovery-group,237 East 104th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/seeking-recovery-group
"Monday, 6:30 PM",circle-of-miracles-group,289 Saint Nicholas Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/circle-of-miracles-group
"Monday, 6:30 PM",living-clean-group-hicksville,95 Stewart Avenue,Hicksville,Queens,https://www.narcotics.com/na-meeting/living-clean-group-hicksville
"Monday, 6:30 PM",just-for-today-1-group,Online1512 Webster Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/just-for-today-1-group
"Monday, 6:30 PM",it-gets-better-group-bronx,1316 Boston Road,Bronx,Queens,https://www.narcotics.com/na-meeting/it-gets-better-group-bronx
"Monday, 6:30 PM",no-more-secrets-group,20 New York Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/no-more-secrets-group
"Monday, 6:30 PM",lets-get-real-group,177 Myrtle Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/lets-get-real-group
"Monday, 7:00 PM",hope-group-hoboken,Online61 Monroe Street,Hoboken,Queens,https://www.narcotics.com/na-meeting/hope-group-hoboken
"Monday, 7:00 PM",early-show-in-the-rock-group,240 Lincoln Avenue,Rockville Centre,Queens,https://www.narcotics.com/na-meeting/early-show-in-the-rock-group
"Monday, 7:00 PM",stepping-to-life-group,66 30 60th Place,Queens,Queens,https://www.narcotics.com/na-meeting/stepping-to-life-group
"Monday, 7:00 PM",monday-topic-group-queens,119 15 135 Avenue,Queens,Queens,https://www.narcotics.com/na-meeting/monday-topic-group-queens
"Monday, 7:00 PM",right-step-group,87 South Broadway,Yonkers,Queens,https://www.narcotics.com/na-meeting/right-step-group
"Monday, 7:00 PM",free-to-be-me-group,530 West 178th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/free-to-be-me-group
"Monday, 7:00 PM",east-side-story-group,Online240 East 31st Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/east-side-story-group
"Monday, 7:00 PM",cover-to-cover-group,Online224 Waverly Place,Manhattan,Queens,https://www.narcotics.com/na-meeting/cover-to-cover-group
"Monday, 7:00 PM",we-have-hope-group,2960 Frederick Douglass Boulevard,Manhattan,Queens,https://www.narcotics.com/na-meeting/we-have-hope-group
"Monday, 7:00 PM",glad-in-recovery-group,190 Court Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/glad-in-recovery-group
"Monday, 7:00 PM",evening-serenity-group,3044 Coney Island Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/evening-serenity-group
"Monday, 7:00 PM",beach-miracles-group,2750 Gerritsen Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/beach-miracles-group
"Monday, 7:00 PM",open-the-book-group,Online2345 University Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/open-the-book-group
"Monday, 7:00 PM",step-and-traditions-on-monday-group,1345 Lincoln Place,Brooklyn,Queens,https://www.narcotics.com/na-meeting/step-and-traditions-on-monday-group
"Monday, 7:00 PM",serenity-on-flatlands-group,12020 Flatlands Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/serenity-on-flatlands-group
"Monday, 7:00 PM",good-orderly-direction-group-bronx,Online3880 Sedgwick Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/good-orderly-direction-group-bronx
"Monday, 7:00 PM",co-op-recovery-group,765 Co Op City Boulevard,Bronx,Queens,https://www.narcotics.com/na-meeting/co-op-recovery-group
"Monday, 7:00 PM",recovery-in-boro-park-group,1273 53rd street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/recovery-in-boro-park-group
"Monday, 7:00 PM",women-working-against-the-odds-group,715 Soundview Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/women-working-against-the-odds-group
"Monday, 7:00 PM",monday-night-miracles-group-mount-vernon,312 South 8th Avenue,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/monday-night-miracles-group-mount-vernon
"Monday, 7:00 PM",valley-of-the-dolls-group,206 East 4th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/valley-of-the-dolls-group
"Monday, 7:00 PM",glenwood-topics-group,3114 Glenwood Road,Brooklyn,Queens,https://www.narcotics.com/na-meeting/glenwood-topics-group
"Monday, 7:00 PM",we-qualify-group,953 Putnam Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/we-qualify-group
"Monday, 7:00 PM",serenity-at-sunset-group,352 42nd Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/serenity-at-sunset-group
"Monday, 7:00 PM",gratitude-speaks-group-brooklyn,195 Graham Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/gratitude-speaks-group-brooklyn
"Monday, 7:00 PM",new-beginnings-steps-and-traditions-group,105 Carlton Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/new-beginnings-steps-and-traditions-group
"Monday, 7:30 PM",miracles-happen-group-north-bergen,5029 Kennedy Boulevard,North Bergen,Queens,https://www.narcotics.com/na-meeting/miracles-happen-group-north-bergen
"Monday, 7:30 PM",why-are-we-here-group,41 01 Ditmars Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/why-are-we-here-group
"Monday, 7:30 PM",todays-men-group,100 59 196th Street,Queens,Queens,https://www.narcotics.com/na-meeting/todays-men-group
"Monday, 7:30 PM",recovery-by-the-book-group,196 West Centennial Avenue,Roosevelt,Queens,https://www.narcotics.com/na-meeting/recovery-by-the-book-group
"Monday, 7:30 PM",recover-and-live-group,85 18 61st Road,Queens,Queens,https://www.narcotics.com/na-meeting/recover-and-live-group
"Monday, 7:30 PM",brooklyn-survivors-group,9511 4th Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/brooklyn-survivors-group
"Monday, 7:30 PM",recovery-all-around-group,1216 Burke Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/recovery-all-around-group
"Monday, 7:30 PM",females-finding-freedom-group,1807 Mahan Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/females-finding-freedom-group
"Monday, 7:30 PM",underground-miracles-group,2427 Morris Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/underground-miracles-group
"Monday, 7:30 PM",tnt-group-throggs-neck-topic,2783 Lafayette Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/tnt-group-throggs-neck-topic
"Monday, 7:30 PM",spiritual-reflection-group,625 Castle Hill Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/spiritual-reflection-group
"Monday, 7:30 PM",sisters-in-recovery-group,612 Leland Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/sisters-in-recovery-group
"Monday, 7:30 PM",women-at-war-group,2326 84th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/women-at-war-group
"Monday, 7:30 PM",hope-in-the-slope-group,33 7th Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/hope-in-the-slope-group
"Monday, 8:00 PM",monday-topic-group-stewart-manor,116 Elton Road,Stewart Manor,Queens,https://www.narcotics.com/na-meeting/monday-topic-group-stewart-manor
"Monday, 8:00 PM",recovery-by-sunrise-group,Online130 South Central Avenue,Valley Stream,Queens,https://www.narcotics.com/na-meeting/recovery-by-sunrise-group
"Monday, 8:00 PM",recovery-in-the-80s-group,213 West 82nd Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/recovery-in-the-80s-group
"Monday, 8:00 PM",just-care-group,95 Stewart Avenue,Hicksville,Queens,https://www.narcotics.com/na-meeting/just-care-group
"Monday, 8:00 PM",recovery-in-the-garden-group,360 Schermerhorn Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/recovery-in-the-garden-group
"Monday, 8:00 PM",steps-on-the-beach-group,Online75 East Olive Street,Long Beach,Queens,https://www.narcotics.com/na-meeting/steps-on-the-beach-group
"Monday, 8:00 PM",war-is-over-group-brooklyn,138 Bay 20th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/war-is-over-group-brooklyn
"Monday, 8:00 PM",midtown-connection-group,239 West 49th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/midtown-connection-group
"Monday, 9:30 PM",last-chance-queens,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/last-chance-queens
"Monday, 11:00 PM",no-more-excuses-group-manhattan,49 55 Edgecombe Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/no-more-excuses-group-manhattan
"Tuesday, 7:00 AM",7am-in-the-bronx-group,Online1640 Macombs Road,Bronx,Queens,https://www.narcotics.com/na-meeting/7am-in-the-bronx-group
"Tuesday, 7:30 AM",7-am-wake-up-group,2960 Frederick Douglass Boulevard,Manhattan,Queens,https://www.narcotics.com/na-meeting/7-am-wake-up-group
"Tuesday, 9:00 AM",go-nice-and-easy-group,Online195 Claremont Avenue,Jersey City,Queens,https://www.narcotics.com/na-meeting/go-nice-and-easy-group
"Tuesday, 9:00 AM",nine-am-wake-up-group,18 Bleeker Street,New York,Queens,https://www.narcotics.com/na-meeting/nine-am-wake-up-group
"Tuesday, 9:00 AM",meditation-in-practice-group,273 Bowery,Manhattan,Queens,https://www.narcotics.com/na-meeting/meditation-in-practice-group
"Tuesday, 9:30 AM",let-there-be-life-group,49 55 Edgecombe Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/let-there-be-life-group
"Tuesday, 9:30 AM",clean-start-group,459 West 149th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/clean-start-group
"Tuesday, 10:00 AM",good-news-is-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/good-news-is-group
"Tuesday, 10:00 AM",midday-miracles-group,424 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/midday-miracles-group
"Tuesday, 10:00 AM",strictly-steps-group,424 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/strictly-steps-group
"Tuesday, 11:00 AM",recovery-on-the-southside-group,143 22 109th Ave,Queens,Queens,https://www.narcotics.com/na-meeting/recovery-on-the-southside-group
"Tuesday, 12:00 PM",the-beginning-group,230 South 7th Avenue,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/the-beginning-group
"Tuesday, 12:00 PM",recovery-in-the-afternoon-group-brooklyn,360 Schermerhorn Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/recovery-in-the-afternoon-group-brooklyn
"Tuesday, 12:00 PM",strictly-steps-group,424 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/strictly-steps-group
"Tuesday, 12:15 PM",raw-group,760 Broadway,Brooklyn,Queens,https://www.narcotics.com/na-meeting/raw-group
"Tuesday, 1:00 PM",no-more-excuses-group-queens,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/no-more-excuses-group-queens
"Tuesday, 1:00 PM",daysteppers-group,95 Stewart Avenue,Hicksville,Queens,https://www.narcotics.com/na-meeting/daysteppers-group
"Tuesday, 1:00 PM",recovery-in-the-afternoon-group-bronx,439 East 238th Street,Bronx,Queens,https://www.narcotics.com/na-meeting/recovery-in-the-afternoon-group-bronx
"Tuesday, 1:00 PM",living-free-group,334 East 14th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/living-free-group
"Tuesday, 1:00 PM",midtown-matinee-group,209 Madison Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/midtown-matinee-group
"Tuesday, 1:10 PM",day-by-day-group-woodside,31-31 61st Street,Woodside,Queens,https://www.narcotics.com/na-meeting/day-by-day-group-woodside
"Tuesday, 2:00 PM",hope-at-two-group,2424 Linden Boulevard,Brooklyn,Queens,https://www.narcotics.com/na-meeting/hope-at-two-group
"Tuesday, 2:30 PM",meeting-makers-make-it-group,545 East 142nd Street,Bronx,Queens,https://www.narcotics.com/na-meeting/meeting-makers-make-it-group
"Tuesday, 3:00 PM",spiritual-awakening-group-brooklyn,3244 Avenue U,Brooklyn,Queens,https://www.narcotics.com/na-meeting/spiritual-awakening-group-brooklyn
"Tuesday, 3:00 PM",manhattan-3-oclock-group,139 West 31st Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/manhattan-3-oclock-group
"Tuesday, 5:00 PM",men-and-women-do-recover-group,1285 Fulton Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/men-and-women-do-recover-group
"Tuesday, 5:00 PM",recover-and-live-liberty-at-last-group,91 Junius Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/recover-and-live-liberty-at-last-group
"Tuesday, 5:15 PM",just-for-men-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/just-for-men-group
"Tuesday, 5:15 PM",no-matter-what-group-manhattan,743 East 9th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/no-matter-what-group-manhattan
"Tuesday, 5:30 PM",in-the-literature-group,2759 Webster Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/in-the-literature-group
"Tuesday, 6:00 PM",best-kept-secret-group,129 West 115th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/best-kept-secret-group
"Tuesday, 6:00 PM",winner-circle-group,809 Westchester Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/winner-circle-group
"Tuesday, 6:00 PM",recovery-on-the-hudson-group,211 West 129th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/recovery-on-the-hudson-group
"Tuesday, 6:00 PM",tuesday-night-hope-group,Online77 Saint Nicholas Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/tuesday-night-hope-group
"Tuesday, 6:00 PM",steps-today-group,254 Hicks Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/steps-today-group
"Tuesday, 6:15 PM",recovery-in-el-barrio-group,237 East 104th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/recovery-in-el-barrio-group
"Tuesday, 6:30 PM",recovery-in-the-castle-group,625 Riverside Drive,Manhattan,Queens,https://www.narcotics.com/na-meeting/recovery-in-the-castle-group
"Tuesday, 6:30 PM",coney-island-in-recovery-group,2950 West 25th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/coney-island-in-recovery-group
"Tuesday, 6:30 PM",2nd-chance-group,2604 3rd Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/2nd-chance-group
"Tuesday, 6:30 PM",serenity-at-trinity-group,808 East 224th Street,Bronx,Queens,https://www.narcotics.com/na-meeting/serenity-at-trinity-group
"Tuesday, 6:30 PM",rough-on-the-outside-group-bronx,912 East 178th Street,Bronx,Queens,https://www.narcotics.com/na-meeting/rough-on-the-outside-group-bronx
"Tuesday, 6:30 PM",twelve-and-twelve-group,Online140 Martin Luther King Junior Drive,Jersey City,Queens,https://www.narcotics.com/na-meeting/twelve-and-twelve-group
"Tuesday, 6:30 PM",we-have-hope-here-group,280 East 161st Street,Bronx,Queens,https://www.narcotics.com/na-meeting/we-have-hope-here-group
"Tuesday, 6:30 PM",closest-to-the-heart-group,22 East 119th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/closest-to-the-heart-group
"Tuesday, 6:30 PM",green-and-gold-group,220 East 76th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/green-and-gold-group
"Tuesday, 6:30 PM",tuesday-night-topics-group,460 Marcus Garvey Boulevard,Brooklyn,Queens,https://www.narcotics.com/na-meeting/tuesday-night-topics-group
"Tuesday, 6:30 PM",recovery-from-the-heart-group,200 Madison Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/recovery-from-the-heart-group
"Tuesday, 7:00 PM",keep-it-simple-group-fairview,295 Hudson Place,Fairview,Queens,https://www.narcotics.com/na-meeting/keep-it-simple-group-fairview
"Tuesday, 7:00 PM",out-of-the-dark-into-the-light-group,228 Grand Avenue,Englewood,Queens,https://www.narcotics.com/na-meeting/out-of-the-dark-into-the-light-group
"Tuesday, 7:00 PM",recurring-themes-group,10 Nathan D Perlman Place,Manhattan,Queens,https://www.narcotics.com/na-meeting/recurring-themes-group
"Tuesday, 7:00 PM",unity-in-recovery-group,250 South 6th Avenue,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/unity-in-recovery-group
"Tuesday, 7:00 PM",recovery-on-main-street-group,16 Main Street,Hempstead,Queens,https://www.narcotics.com/na-meeting/recovery-on-main-street-group
"Tuesday, 7:00 PM",here-we-live-today-group,832 Knickerbocker Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/here-we-live-today-group
"Tuesday, 7:00 PM",evening-serenity-group,3044 Coney Island Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/evening-serenity-group
"Tuesday, 7:00 PM",recovery-on-mccombs-road,Online1640 Macombs Road,Bronx,Queens,https://www.narcotics.com/na-meeting/recovery-on-mccombs-road
"Tuesday, 7:00 PM",principles-before-personalities-group-bronx,3424 Kossuth Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/principles-before-personalities-group-bronx
"Tuesday, 7:00 PM",keeping-it-green-group-bronx,1619 Bronx River Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/keeping-it-green-group-bronx
"Tuesday, 7:00 PM",miracles-on-60th-street-group,545 60th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/miracles-on-60th-street-group
"Tuesday, 7:00 PM",young-and-free-group,311 Huguenot Street,New Rochelle,Queens,https://www.narcotics.com/na-meeting/young-and-free-group
"Tuesday, 7:00 PM",recovery-by-the-river-group-manhattan,91 Claremont Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/recovery-by-the-river-group-manhattan
"Tuesday, 7:00 PM",star-group,1072 80th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/star-group
"Tuesday, 7:00 PM",here-we-live-today-group,832 Knickerbocker Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/here-we-live-today-group
"Tuesday, 7:00 PM",turning-it-over-group,96 South 9th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/turning-it-over-group
"Tuesday, 7:15 PM",miracle-on-38th-street-group,307 West 38th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/miracle-on-38th-street-group
"Tuesday, 7:30 PM",anchored-to-miracles-group,110 Anchor Avenue,Oceanside,Queens,https://www.narcotics.com/na-meeting/anchored-to-miracles-group
"Tuesday, 7:30 PM",recovery-on-the-rock-group,150 Beach 110th Street,Queens,Queens,https://www.narcotics.com/na-meeting/recovery-on-the-rock-group
"Tuesday, 7:30 PM",kiss-group-yonkers,11-23 Saint Casimir Avenue,Yonkers,Queens,https://www.narcotics.com/na-meeting/kiss-group-yonkers
"Tuesday, 7:30 PM",boys-to-men-group-levittown,Online3100 Hempstead Turnpike,Levittown,Queens,https://www.narcotics.com/na-meeting/boys-to-men-group-levittown
"Tuesday, 7:30 PM",women-with-the-women-group-floral-park,57 Spooner Street,Floral Park,Queens,https://www.narcotics.com/na-meeting/women-with-the-women-group-floral-park
"Tuesday, 7:30 PM",grupo-buena-voluntad,79 01 Broadway,Elmhurst,Queens,https://www.narcotics.com/na-meeting/grupo-buena-voluntad
"Tuesday, 7:30 PM",welcome-to-recovery-group,716 Lincoln Place,Brooklyn,Queens,https://www.narcotics.com/na-meeting/welcome-to-recovery-group
"Tuesday, 7:30 PM",hugs-not-drugs-group-bronx,Online2759 Webster Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/hugs-not-drugs-group-bronx
"Tuesday, 7:30 PM",go-to-recover-group,1807 Mahan Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/go-to-recover-group
"Tuesday, 7:30 PM",prime-time-group,2776 Gerritsen Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/prime-time-group
"Tuesday, 7:30 PM",7th-heaven-bridge-back-to-life-group,410 6th Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/7th-heaven-bridge-back-to-life-group
"Tuesday, 7:30 PM",ties-that-bind-us-group,Online2380 East Tremont Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/ties-that-bind-us-group
"Tuesday, 7:30 PM",awareness-group,95 18 Northern Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/awareness-group
"Tuesday, 7:30 PM",together-we-can-group-brooklyn,94 Hale Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/together-we-can-group-brooklyn
"Tuesday, 7:30 PM",spiritual-connection-group,82 10 Queens Blvd,Queens,Queens,https://www.narcotics.com/na-meeting/spiritual-connection-group
"Tuesday, 7:30 PM",bridge-to-recovery-group,30 14 Crescent Street,Queens,Queens,https://www.narcotics.com/na-meeting/bridge-to-recovery-group
"Tuesday, 7:30 PM",freedom-to-choose-group,6414 Clinton Avenue,Queens,Queens,https://www.narcotics.com/na-meeting/freedom-to-choose-group
"Tuesday, 7:30 PM",back-together-again-group,400 Lincoln Road,Brooklyn,Queens,https://www.narcotics.com/na-meeting/back-together-again-group
"Tuesday, 7:45 PM",new-attitude-group,163 MacDonough Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/new-attitude-group
"Tuesday, 8:00 PM",bleecker-street-tuesday-group,Online155 Sullivan Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/bleecker-street-tuesday-group
"Tuesday, 11:00 PM",no-more-excuses-group-manhattan,49 55 Edgecombe Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/no-more-excuses-group-manhattan
"Wednesday, 7:00 AM",7am-in-the-bronx-group,Online1640 Macombs Road,Bronx,Queens,https://www.narcotics.com/na-meeting/7am-in-the-bronx-group
"Wednesday, 7:30 AM",7-am-wake-up-group,2960 Frederick Douglass Boulevard,Manhattan,Queens,https://www.narcotics.com/na-meeting/7-am-wake-up-group
"Wednesday, 9:00 AM",nine-am-wake-up-group,18 Bleeker Street,New York,Queens,https://www.narcotics.com/na-meeting/nine-am-wake-up-group
"Wednesday, 9:30 AM",let-there-be-life-group,49 55 Edgecombe Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/let-there-be-life-group
"Wednesday, 9:30 AM",crossroads-to-recovery-group-jersey-city,1 Highland Avenue,Jersey City,Queens,https://www.narcotics.com/na-meeting/crossroads-to-recovery-group-jersey-city
"Wednesday, 10:00 AM",good-news-is-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/good-news-is-group
"Wednesday, 10:00 AM",midday-miracles-group,424 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/midday-miracles-group
"Wednesday, 10:00 AM",strictly-steps-group,424 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/strictly-steps-group
"Wednesday, 11:00 AM",recovery-on-the-southside-group,143 22 109th Ave,Queens,Queens,https://www.narcotics.com/na-meeting/recovery-on-the-southside-group
"Wednesday, 12:00 PM",surrender-to-win-group-north-bergen,5029 Kennedy Boulevard,North Bergen,Queens,https://www.narcotics.com/na-meeting/surrender-to-win-group-north-bergen
"Wednesday, 12:00 PM",the-beginning-group,230 South 7th Avenue,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/the-beginning-group
"Wednesday, 12:00 PM",recovery-in-the-afternoon-group-brooklyn,360 Schermerhorn Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/recovery-in-the-afternoon-group-brooklyn
"Wednesday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Queens,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Wednesday, 1:00 PM",underground-recovery-group,92 13 147th Place,Jamaica,Queens,https://www.narcotics.com/na-meeting/underground-recovery-group
"Wednesday, 1:00 PM",meeting-makers-make-it-group,545 East 142nd Street,Bronx,Queens,https://www.narcotics.com/na-meeting/meeting-makers-make-it-group
"Wednesday, 1:00 PM",living-free-group,334 East 14th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/living-free-group
"Wednesday, 1:00 PM",midtown-matinee-group,209 Madison Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/midtown-matinee-group
"Wednesday, 2:00 PM",hope-at-two-group,2424 Linden Boulevard,Brooklyn,Queens,https://www.narcotics.com/na-meeting/hope-at-two-group
"Wednesday, 3:00 PM",strength-in-recovery-group,2122 7th Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/strength-in-recovery-group
"Wednesday, 3:00 PM",spiritual-awakening-group-brooklyn,3244 Avenue U,Brooklyn,Queens,https://www.narcotics.com/na-meeting/spiritual-awakening-group-brooklyn
"Wednesday, 3:00 PM",manhattan-3-oclock-group,139 West 31st Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/manhattan-3-oclock-group
"Wednesday, 5:00 PM",westside-steps-to-recovery-group,213 West 82nd Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/westside-steps-to-recovery-group
"Wednesday, 5:30 PM",recovery-on-inwood-group,1545 Inwood Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/recovery-on-inwood-group
"Wednesday, 5:45 PM",two-for-one-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/two-for-one-group
"Wednesday, 6:00 PM",living-clean-the-journey-continues-group,1545 Atlantic Avnue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/living-clean-the-journey-continues-group
"Wednesday, 6:00 PM",lost-tribe-group,Online1740 Eastchester Road,Bronx,Queens,https://www.narcotics.com/na-meeting/lost-tribe-group
"Wednesday, 6:00 PM",second-chance-group-brooklyn,105 Carlton Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/second-chance-group-brooklyn
"Wednesday, 6:00 PM",searching-for-freedom-group,1846 Randall Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/searching-for-freedom-group
"Wednesday, 6:30 PM",women-on-wednesday-new-beginnings-group,196 West Centennial Avenue,Roosevelt,Queens,https://www.narcotics.com/na-meeting/women-on-wednesday-new-beginnings-group
"Wednesday, 6:30 PM",my-sisters-keeper-group,289 Saint Nicholas Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/my-sisters-keeper-group
"Wednesday, 6:30 PM",men-living-clean-the-journey-continues-group,729 West 181st Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/men-living-clean-the-journey-continues-group
"Wednesday, 6:30 PM",all-kinds-of-relationships-group,244 West 144th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/all-kinds-of-relationships-group
"Wednesday, 6:30 PM",abcs-to-recovery-group,206 East 11th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/abcs-to-recovery-group
"Wednesday, 6:30 PM",bridge-over-troubled-water-group,560 Balcom Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/bridge-over-troubled-water-group
"Wednesday, 6:30 PM",shot-at-life-group,20 East 1st Street,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/shot-at-life-group
"Wednesday, 6:30 PM",westside-women-group,137 West 31st Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/westside-women-group
"Wednesday, 6:30 PM",uptown-mens-group,237 East 104th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/uptown-mens-group
