PROVIDER_NAME,PROVIDER_NUMBER,PROVIDER_STREET,PROVIDER_CITY,PROVIDER_COUNTY,PROVIDER_STATE,PROVIDER_ZIP_CODE,PROVIDER_ZIP_CODE_PLUS_4,PROGRAM_NAME,PROGRAM_NUMBER,PROGRAM_COUNTY,PROGRAM_STREET_ADDRESS,PROGRAM_CITY,PROGRAM_STATE,PROGRAM_ZIP_CODE,PROGRAM_ZIP_CODE_PLUS_4,PROGRAM_DIRECTOR,PROGRAM_DIRECTOR_EMAIL,PROGRAM_DIRECTOR_TELEPHONE,PROGRAM_DIRECTOR_PHONE_EXTENSION,PROGRAM_TYPE,SERVICE_TYPE,ADMISSION_PHONE,ADMISSION_PHONE_EXT,TELEHEALTH_SERVICES,ADOLESCENT_DESIGNATION,PROBLEM_GAMBLING,INTEGRATED_LICENSE_SERVICE,PARENTS_WITH_CHILDREN,LGBTQ_ENDORSEMNT,ADDITIONAL_LOCATION_STREET,ADDITIONAL_LOCATION_CITY,ADDITIONAL_LOCATION_ZIP,ADDITIONAL_LOCATION_COUNTYNAME,Latitude,Longitude
Montefiore Nyack Hospital,83100,160 N Midland Ave,Nyack,Rockland,NY,10960,1912.0,Montefiore Nyack Hospital MMD,51030,Rockland,160 N Midland Ave,Nyack,NY,10960,1912.0,Deborah Zerner,zernerd@montefiorenyack.org,8453486775,,Crisis Services,Medical Managed Detoxification,8453482072.0,,Y,,,,,,,,,,41.095972,-73.926137
"Open Arms, Incorporated",34360,57-59 Sharp St,Haverstraw,Rockland,NY,10927,1521.0,Open Arms Halfway House CR,50943,Rockland,57-59 Sharp St,Haverstraw,NY,10927,,Aaron Zitouni,azitouni@lexingtonctr.org,8452713787,,Residential Services,Community Residential,,,,,,,,,,,,,41.198518,-73.970787
Gouverneur Hospital,50540,77 W Barney St,Gouverneur,Saint Lawrence,NY,13642,1040.0,Gouverneur Hospital OP,53281,Saint Lawrence,77 W Barney St,Gouverneur,NY,13642,1040.0,Ms. HEATHER RICH,heather.rich@rochesterregional.org,3152616333,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,44.337643,-75.474222
North Country Freedom Homes Inc.,36160,25 Dies St,Canton,Saint Lawrence,NY,13617,1306.0,Canton House CR,50499,Saint Lawrence,25 Dies St,Canton,NY,13617,1306.0,Mrs. Jennifer E Elliott CASAC,jbarron@ncfreedomhomes.org,3153790139,104.0,Residential Services,Community Residential,3153790139.0,100.0,Y,,,,,,,,,,44.588018,-75.174526
Rochester Regional Health,83110,50 Leroy St,Potsdam,Saint Lawrence,NY,13676,1786.0,Chemical Dependency Services IP,51183,Saint Lawrence,20 Cottage St,Pottsdam,NY,13676,2800.0,Ms. Emily Marquart,Emily.Marquart@rochesterregional.org,3152653300,2300.0,Inpatient Treatment Services,Inpatient Rehabilitation,,,,,,,,,,,,,44.676569,-74.982291
St. Lawrence Addiction Treatment Ctr,90005,1 Chimney Point Drive,Ogdensburg,Saint Lawrence,NY,13669,2291.0,St. Lawrence ATC IP,50730,Saint Lawrence,1 Chimney Point Dr,Ogdensburg,NY,13669,2291.0,William Coppola,william.coppola@oasas.ny.gov,3153931180,14.0,Inpatient Treatment Services,Inpatient Rehabilitation,3153931180.0,13.0,Y,,Y,,,,,,,,44.716701,-75.450494
St. Lawrence County Community Srvs Bd,70700,80 State Highway 310,Canton,Saint Lawrence,NY,13617,1493.0,St Lawrence CoAddictSrvs Ogdensburg OP,51417,Saint Lawrence,206 Ford St,Ogdensburg,NY,13669,1426.0,Ms. Sheena T Smith,shsmith@stlawco.org,3153862167,,Outpatient Services,Outpatient Clinic,,,Y,,,Mental Health,,,21 Harrowgate Commons,Massena,13662.0,Saint Lawrence,44.601752,-75.149223
"RISE Housing and Support Services, Inc",50590,127 Union St,Saratoga Springs,Saratoga,NY,12866,4411.0,Hedgerow House Apartment Program RRi,53629,Saratoga,994 Rte 67,Ballston Spa,NY,12020,3603.0,Ms. Julianne Thomas CASAC,jthomas@riseservices.org,5188853872,,Residential Services,820 Residential Reintegration,,,,,,,,,,,,,43.072008,-73.790565
Saratoga County Community Svcs Board,70840,135 S Broadway,Saratoga Springs,Saratoga,NY,12866,,Saratoga Co Alc/Substance Abuse OP,50759,Saratoga,135 S Broadway,Saratoga Springs,NY,12866,4532.0,Ms. Meghan K Riihimaki,mriihimaki@saratogacountyny.gov,5185878800,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,43.070138,-73.789366
The Saratoga Hospital,87070,211 Church St,Saratoga Springs,Saratoga,NY,12866,,Saratoga Com Hlth Ctr Addiction Med OP,53269,Saratoga,24 Hamilton St,Saratoga Springs,NY,12866,4226.0,Ms. Katherine McNeice,KMcNeice@saratogacare.org,5188865606,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,43.08586,-73.797081
New Choices Recovery Center,35060,728 State St,Schenectady,Schenectady,NY,12307,1206.0,Bridge Center RRi,53546,Schenectady,72 Union Ave,Schenectady,NY,12308,2430.0,Shane Waldron,dryan@newchoicesrecovery.org,5183487974,,Residential Services,820 Residential Reintegration,5183461127.0,,,,,,,,,,,,42.809408,-73.937481
Schoharie Co. Community Services Board,70740,113 Park Place,Schoharie,Schoharie,NY,12157,5205.0,Schoharie Co Chemical Dependencies OP,50427,Schoharie,113 Park Pl,Schoharie,NY,12157,5210.0,Ms. Taylor Ross,ocsappointments16@co.schoharie.ny.us,5182952031,,Outpatient Services,Outpatient Clinic,,,Y,,Y,,,,,,,,42.702613,-74.310467
Dick Van Dyke Addiction Treatment Ctr,90003,1330 County Road 132,Ovid,Seneca,NY,14521,,Dick Van Dyke ATC IP,50725,Seneca,7116 County Rd 132,Willard,NY,14588,,Mr. Andrew Merrill,Julie.charlanow@oasas.ny.gov,3158356113,,Inpatient Treatment Services,Inpatient Rehabilitation,3158356173.0,,Y,,Y,,,,,,,,42.676159,-76.876057
Seneca County Community Services Board,70330,31 Thurber Dr,Waterloo,Seneca,NY,13165,1665.0,Seneca County Community Services OP,50431,Seneca,31 Thurber Dr,Waterloo,NY,13165,1649.0,Ms. Tammy Orlopp LCSW,torlopp@co.seneca.ny.us,3155391985,1957.0,Outpatient Services,Outpatient Clinic,3155391985.0,1985.0,Y,,Y,OMH Hosted,,,,,,,42.905899,-76.844491
Catholic Charities Steuben/Livingston,44050,23 Liberty St,Bath,Steuben,NY,14810,,Catholic Charities Steub/Livngston RRi,53343,Steuben,23 Liberty St,Bath,NY,14810,1506.0,Mrs. Trinity Cowburn,Trinity.Cowburn@dor.org,6079684717,,Residential Services,820 Residential Reintegration,,,,,,,,,,,,,42.334298,-77.318626
Steuben Co Alcohol Substance Abuse Srv,70640,115 Liberty St,Bath,Steuben,NY,14810,1508.0,Steuben Co Alcohol and SA Servcs OP 2,52186,Steuben,7454 Seneca Rd,Hornell,NY,14843,9141.0,Ms. Kim Jessup,KJessup@SteubenCountyNY.gov,6076642156,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,42.335914,-77.318614
Catholic Charities of Long Island,20580,90 Cherry Ln,Hicksville,Suffolk,NY,11801,,Hampton Bays Outpatient Clinic OP,50125,Suffolk,31 E Montauk Hwy,Hampton Bays,NY,11946,1816.0,Ms. Joan Desmond LMSW,desmond.joan@catholiccharities.cc,6317236632,,Outpatient Services,Outpatient Clinic,6317233362.0,,Y,,,,,,,,,,40.746855,-73.532717
Charles K. Post Addiction Treatment,90013,998 Crooked Hill Rd.,West Brentwood,Suffolk,NY,11717,,Charles K. Post ATC CR,50753,Suffolk,998 Crooked Hill Rd,West Brentwood,NY,11717,1087.0,Ms. Elaine Dubissette,elaine.dubissette@oasas.ny.gov,6314347554,,Residential Services,Community Residential,,,Y,,,,,,,,,,40.794529,-73.290007
Community Counseling of Ronkonkoma,12000,3281 Veterans Memorial Hwy,Ronkonkoma,Suffolk,NY,11779,7675.0,Cmty Counseling of Ronkonkoma OP,51223,Suffolk,3281 Veterans Memorial Hwy,Ronkonkoma,NY,11779,7676.0,Ms. Ruth M Meyer,swerckmann@optonline.net,6314713122,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,40.788899,-73.131368
Counseling Center at Yorktown Heights,48620,2000 Maple Hill St,Yorktown Heights,Westchester,NY,10598,4176.0,Sunrise Detox Brentwood MSW-IP,53557,Suffolk,141 8th St,Brentwood,NY,11717,5325.0,Ms. Gina Hooper LMSW,ghooper@sunrise-detox.com,6316298220,,Crisis Services,Med Sup Withdrawal - Inpatient,6316298220.0,,,,,,,,,,,,41.277581,-73.777682
Employee Assistance Resource Services,1413,278 E Main St,Smithtown,Suffolk,NY,11787,2915.0,Employee Assistance Resource Srvcs OP,4164,Suffolk,278 E Main St,Smithtown,NY,11787,2915.0,Warren D Zysman,wdzysman@gmail.com,6313616960,,Outpatient Services,Outpatient Clinic,6313616960.0,,,,,,,,,,,,40.854801,-73.179215
"Family Service League, Inc.",50440,790 Park Ave,Huntington,Suffolk,NY,11743,4516.0,Family Recovery Center OP,50994,Suffolk,1235 Montauk Hwy,Mastic,NY,11950,2917.0,Dominique Muren,dmuren@fsl-li.org,6319243741,,Outpatient Services,Outpatient Clinic,6319243741.0,,Y,,,,,,,,,,40.857613,-73.391352
"Fed of Org/ NYS Mentally Disabled, Inc",16290,1 Farmingdale Ave - Rte. 109,West Babylon,Suffolk,NY,11704,,"Fed/Org NYS Mentally Disabled, Inc. OP",53500,Suffolk,1375 Akron St,Copiague,NY,11726,,Jennifer M Aldrich LCSW,jaldrich@fedoforg.org,6316695355,3162.0,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,40.707011,-73.3495
"Hope For Youth, Inc.",16320,201 Dixon Ave,Amityville,Suffolk,NY,11701,2832.0,"Hope For Youth, Inc. OP",52608,Suffolk,201 Dixon Ave,Amityville,NY,11701,2832.0,Ms. Jaclyn B Marro LCSW,jmarro@hfyny.org,6317826523,,Outpatient Services,Outpatient Clinic,6318427900.0,,Y,,,,,,,,,,40.683008,-73.410274
Huntington Youth Bureau/Research Inst.,172,423 Park Ave,Huntington,Suffolk,NY,11743,,Huntington Youth Bureau OP,992,Suffolk,423 Park Ave,Huntington,NY,11743,2803.0,Mr. Barry Zaks LMSW,bzaks@hdacc.org,6312713591,,Outpatient Services,Outpatient Clinic,6312713591.0,,Y,Y,,,,,,,,,40.873447,-73.41481
John T. Mather Hosp of Port Jefferson,83220,75 North Country Rd,Port Jefferson,Suffolk,NY,11777,2190.0,Mather Outpatient Chem Depndnc Prgm OP,50023,Suffolk,100 Highlands Blvd,Port Jefferson,NY,11777,2312.0,Ms. Alice Miller LCSW,amiller34@northwell.edu,6313318200,7960.0,Outpatient Services,Outpatient Clinic,,,Y,,Y,,,,,,,,40.939245,-73.054157
"Long Island Center for Recovery, Inc.",25850,320 W Montauk Hwy,Hampton Bays,Suffolk,NY,11946,,Long Island Center for Recovery IP,51713,Suffolk,320 W Montauk Hwy,Hampton Bays,NY,11946,3525.0,Mr. Dylan Galasso,dgalasso@longislandcenterrecovery.com,6317283100,131.0,Inpatient Treatment Services,Inpatient Rehabilitation,6317283100.0,105.0,,,,,,,,,,,40.864258,-72.556257
Long Island Community Hospital,85340,101 Hospital Road,Patchogue,Suffolk,NY,11772,,Memorial Hospital Medical Center OP,50101,Suffolk,550 Montauk Hwy,Shirley,NY,11967,2114.0,Mrs. Elizabeth Sandusky,Elizabeth.Sandusky@NYULangone.org,6318521070,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,40.780349,-72.977204
SCO Family of Services,22270,1415 Kellum Place,Garden City,Suffolk,NY,11530,,Morning Star I RRI,53316,Suffolk,151 Burrs Ln,Dix Hills,NY,11746,6052.0,Adrienne Elliot,aelliot@sco.org,6312130270,,Residential Services,820 Residential Reintegration,6312130145.0,,,,,,,,,,,,40.73675,-73.636941
"Seafield Center, Inc.",18990,7 Seafield Lane,Westhampton Beach,Suffolk,NY,11978,,"Seafield Center, Inc. IP",50893,Suffolk,7 Seafield Ln,Westhampton Beach,NY,11978,2714.0,Ms. Anita Marie Young,ayoung@seafieldcenter.com,6312881122,1013.0,Inpatient Treatment Services,Inpatient Rehabilitation,6312881122.0,1019.0,Y,,,,,,,,,,40.810032,-72.637424
South Oaks Hospital,81980,400 Sunrise Hwy,Amityville,Suffolk,NY,11701,2508.0,OP Substance Use Disorder Clinic OP,50697,Suffolk,400 Sunrise Hwy,Amityville,NY,11701,2508.0,Dr. Jaclene Jason PhD,jjason@northwell.edu,5162699632,,Outpatient Services,Outpatient Clinic,5162699632.0,,Y,,,,,,,,,,40.68942927,-73.40875723
"St. Charles Hospital, Port Jefferson",82100,200 Belle Terre Rd,Port Jefferson,Suffolk,NY,11777,1928.0,St Charles Hspitl Port Jefferson MMD 1,52762,Suffolk,200 Belle Terre Rd,Port Jefferson,NY,11777,1928.0,Mr. Joseph Catalano LCSW,joseph.catalano@chsli.org,6314746233,,Crisis Services,Medical Managed Detoxification,,,,,,,,,,,,,40.945018,-73.061203
Suffolk Co. Dept of Health Services,70370,725 Veterans Memorial Hwy,Hauppauge,Suffolk,NY,11788,,Div of Community Mental Hygiene OTP,6731,Suffolk,300 Center Dr,Riverhead,NY,11901,3393.0,Mr. Michael Chiappone LCSW,michael.chiappone@suffolkcountyny.gov,6318522680,,Opioid Treatment,Opioid Outpatient Treatment,6318522680.0,,Y,,,,,,,,,,40.827243,-73.234442
The Dunes - East Hampton,47650,201 Fort Pond Blvd,East Hampton,Suffolk,NY,11937,4215.0,The Dunes - East Hampton CR,52571,Suffolk,15 Lohan Ct,Southampton,NY,11968,,Ann Marie Jazylo,annie.jazylo@theduneseasthampton.com,6316046261,,Residential Services,Community Residential,6316045405.0,,Y,,,,,,,,,,41.024998,-72.155445
Town of Babylon,372,281 Phelps Lane,North Babylon,Suffolk,NY,11703,2512.0,Town of Babylon OP,560,Suffolk,281 Phelps Ln,North Babylon,NY,11703,,Ms. Monica Prino CASAC,mprino@townofbabylon.com,6314227676,,Outpatient Services,Outpatient Clinic,6314227676.0,,Y,,,,,,300 Charles Street,Lindenhurst,11757.0,Suffolk,40.728029,-73.330777
Town of Smithtown - Horizons,667,161 E Main St,Smithtown,Suffolk,NY,11787,2879.0,Horizons Counseling & Education Ctr OP,7116,Suffolk,161 E Main St,Smithtown,NY,11787,2879.0,Mr. Joseph Bieniewicz,jbieniewicz@smithtownny.gov,6313607578,,Outpatient Services,Outpatient Clinic,6313607578.0,,Y,,,,,,500 Lincoln Boulevard,Hauppauge,11788.0,Suffolk,40.856455,-73.188489
University Hospital-Stony Brook ELIH,81310,201 Manor Place,Greenport,Suffolk,NY,11944,,Quannacut Detx UnitStonyBrook ELIH MMD,51661,Suffolk,201 Manor Pl,Greenport,NY,11944,1222.0,Janet Jackowski,janet.jackowski@stonybrookmedicine.edu,6314775710,5710.0,Crisis Services,Medical Managed Detoxification,6314778877.0,,,,,,,,,,,,41.110382,-72.36098
Wellbridge,51130,525 Jan Way,Calverton,Suffolk,NY,11933,3005.0,Wellbridge Rehabilitation Program IP,53478,Suffolk,525 Jan Way,Calverton,NY,11933,3005.0,Linda Lattanzio,llattanzio@wellbridge.or,6315085503,,Inpatient Treatment Services,Inpatient Rehabilitation,6315085506.0,,Y,,,,,,,,,,40.908199,-72.777908
WellLife Network Inc.,21920,142-02 20th Ave,Flushing,Queens,NY,11351,9712.0,Addiction Recovery Services (ARS) OP,52976,Suffolk,11 Route 111,Smithtown,NY,11787,3754.0,Dr. Amy Platt PhD,Amy.Platt@WellLifeNetwork.org,6319208041,,Outpatient Services,Outpatient Clinic,,,Y,,Y,,,,3600 Route 112,Coram,11727.0,Suffolk,40.780525,-73.82746
"YMCA of Long Island, Inc.",352,1150 Portion Road Suite 6,Holtsville,Suffolk,NY,11742,,Family Services OP,1203,Suffolk,1150 Portion Road,Holtsville,NY,11742,,Mrs. Cynthia Lacey,yfamserv@ymcali.org,6315807777,3104.0,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,40.834697,-73.061105
Tioga County Community Services Board,70510,1062 State Route 38,Owego,Tioga,NY,13827,3209.0,Tioga County Alcohol/Drug Services OP,554,Tioga,1062 State Route 38,Owego,NY,13827,3209.0,Ms. Sarah Begeal LCSW,begeals@tiogacountyny.gov,6076874000,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,42.141654,-76.263656
Alc. & Drug Counc. of Tompkins Co Inc.,36070,201 E Green St,Ithaca,Tompkins,NY,14850,5635.0,Alc/Drug Counc. of Tompkins Co OP,50615,Tompkins,201 E Green St,Ithaca,NY,14850,5635.0,Jennifer Maine,jmaine@alcoholdrugcouncil.org,6072746288,,Outpatient Services,Outpatient Clinic,6072746288.0,,Y,,,,,,,,,,42.438457,-76.49651
Cayuga Addiction Recovery Services,10930,334 W State St,Ithaca,Tompkins,NY,14850,5432.0,Cayuga Addiction Recovery Services OP,53607,Tompkins,334 W State St,Ithaca,NY,14850,5432.0,Erica Cotraccia,ecotraccia@carsny.org,6073911028,,Outpatient Services,Outpatient Clinic,6072755678.0,,Y,,,,,,,,,,42.439625,-76.503686
"The Reach Project, Inc.",51440,1001 W Seneca St,Ithaca,Tompkins,NY,14850,3342.0,"The Reach Project, Inc. OP",53498,Tompkins,1001 W Seneca St,Ithaca,NY,14850,3342.0,Ms. Samantha Stevenson,sstevenson@reachmed.org,6072737000,,Outpatient Services,Outpatient Clinic,6072737000.0,,Y,,,,,,,,,,42.439807,-76.513756
William George Agency/Children Srvcs,11710,380 Freeville Rd,Freeville,Tompkins,NY,13068,9684.0,William George Agency/Chldren Srvcs OP,51772,Tompkins,380 Freeville Rd,Freeville,NY,13068,9684.0,Justin Herbel,herbelj@gjrmail.com,6078446490,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,42.506921,-76.334864
Child & Family Guidance Ctr Add Svcs,16230,106 Vineyard Ave,Highland,Ulster,NY,12528,1422.0,Child & Family Guidance Center OP 1,52156,Ulster,300 Grant Ave,Lake Katrine,NY,12449,,Mr. Allan Nace MA,anace@step1ny.org,8453363500,33256.0,Outpatient Services,Outpatient Clinic,8453363500.0,33256.0,Y,,,,,,,,,,41.718544,-73.965437
HealthAlliance Hosp Mary's Ave Campus,81410,105 Mary's Ave,Kingston,Ulster,NY,12401,,Hlth Alliance Hosp Marys Ave CampusOP,53788,Ulster,10 Barbarossa Ln,Kingston,NY,12401,1220.0,Megan Welch,megan.welch@hahv.org,8459436022,,Outpatient Services,Outpatient Clinic,,,,,,,,,2905-2 Route 9W,Saugerties,12477.0,Ulster,41.921543,-73.99873
"Never Alone, Inc.",19010,20 Crofts Road,Hurley,Ulster,NY,12443,6103.0,"Never Alone, Inc RRSY",51240,Ulster,20 Crofts Rd,Hurley,NY,12443,6103.0,Mr. Roland Miley,NeverAlone1997@aol.com,8453394272,113.0,Residential Services,Residential Rehab for Youth,,,,,,,,,,,,,41.947748,-74.126777
"Rehabilitation Support Services, Inc.",14370,Twin Maples Plaza,Saugerties,Ulster,NY,12477,,"Rehabilitation Support Srvcs, Inc. RRi",53658,Ulster,11 Overbaugh St,Saugerties,NY,12477,1920.0,Mrs. Tara A Goldman LCSW,TRobertsgoldman@rehab.org,8452171659,,Residential Services,820 Residential Reintegration,8452171659.0,,,,,,,,,,,,42.0494088,-73.9595204
Samadhi Center Inc.,52640,368 Broadway,Kingston,Ulster,NY,12401,,Samadhi Center Inc. OP,53739,Ulster,368 Broadway,Kingston,NY,12401,,Harvey Bostic,allen.nace@yahoo.com,8455943231,,Outpatient Services,Outpatient Clinic,,,,,,,,,,,,,41.926452,-73.9941
Wayne County Community Services Board,70540,1519 Nye Rd,Lyons,Wayne,NY,14489,,Wayne Substance Abuse Services OP,4168,Wayne,1519 Nye Rd,Lyons,NY,14489,,Mr. James M Haitz LCSW,jhaitz@co.wayne.ny.us,3159465722,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,43.061243,-77.030165
Central Park Recovery LLC,51520,2176 Central Park Ave,Yonkers,Westchester,NY,10710,1826.0,Central Park Recovery LLC OP,53514,Westchester,2176 Central Park Ave,Yonkers,NY,10710,1826.0,Ms. Nicole Intervallo,nintervallo@centralparkrecovery.com,9146195242,,Outpatient Services,Outpatient Clinic,9146195242.0,,Y,,,,,,,,,,40.972411,-73.834515
"Guidance Center of Westchester, Inc.",23500,256 Washington St,Mount Vernon,Westchester,NY,10553,1052.0,"Guidance Center of Westchester,Inc.OTP",397,Westchester,20 Sickles Ave,New Rochelle,NY,10801,4030.0,Michelle Baez-Beavers LMSW,mbbeavers@tgcny.org,9146130700,3456.0,Opioid Treatment,Opioid Outpatient Treatment,,,Y,,,Mental Health,,,,,,,40.910691,-73.825255
"Innovative Health Systems, Inc.",32417,Church st,White Plains,Westchester,NY,10601,3317.0,"Innovative Health Systems, Inc. OP",50978,Westchester,20 Church St,White Plains,NY,10601,1901.0,Ms. Deborah Flynn-Capalbo,dfcapalbo@innovativehsinc.com,9146838050,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,41.03303595,-73.76652376
Mental Health Association of Westchest,14220,580 White Plains Road,Tarrytown,Westchester,NY,10591,,"MH Assoc of Westchester Co, Inc. OP",53674,Westchester,360 Mamaroneck Ave,White Plains,NY,10605,1700.0,Garrett Stokes,stokesg@mhawestchester.org,9145467144,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,,,,,41.06184,-73.838645
Montefiore Mount Vernon Hospital,80000,2 N 7th Ave,Mount Vernon,Westchester,NY,10550,,Montefiore Mount Vernon Hospital OTP,52719,Westchester,3 S Sixth Ave,Mount Vernon,NY,10550,,Ms. Cheri Hardial-Pitamer LCSW,chardialpi@montefiore.org,9143616239,7242.0,Opioid Treatment,Opioid Outpatient Treatment,,,Y,,,,,,,,,,40.91242014,-73.83995725
Phelps Memorial Hospital Association,85310,701 N Broadway,Sleepy Hollow,Westchester,NY,10591,1020.0,Behavioral Rehabilitation Unit IP,51617,Westchester,701 N Broadway,Sleepy Hollow,NY,10591,1020.0,Marvin Batres RN,mbatres@northwell.edu,9149443354,,Inpatient Treatment Services,Inpatient Rehabilitation,9143663354.0,,Y,,,,,,,,,,41.109106,-73.863302
"St. John's Riverside Hospital, Inc.",87150,967 N Broadway,Yonkers,Westchester,NY,10701,1301.0,Greenburgh ATS OP,51687,Westchester,30 Manhattan Ave,White Plains,NY,10607,1329.0,Ms. Kim Omaro,Komaro@riversidehealth.org,9146835311,,Outpatient Services,Outpatient Clinic,9146835311.0,,Y,,,,,,123 East Post Road,White Plains,10601.0,Westchester,40.968864,-73.886353
"The Children's Village, Inc.",14690,One Echo Hills,Dobbs Ferry,Westchester,NY,10522,3600.0,"The Children's Village, Inc. OP",53242,Westchester,1 Echo Hills,Dobbs Ferry,NY,10522,3600.0,Ms. Stefani Negrin LCSW,snegrin@childrensvillage.org,9146930600,1133.0,Outpatient Services,Outpatient Clinic,,,,,,,,,,,,,41.001991,-73.863527
"Volunteers of America - GNY, Inc.",22790,395 Webster Avenue,New Rochelle,Westchester,NY,10801,1252.0,Crossroads CR,51043,Westchester,395 Webster Ave,New Rochelle,NY,10801,3200.0,Ms. Katrina Roberts,kroberts@voa-gny.org,9145142060,,Residential Services,Community Residential,9145142060.0,,,,,,,,,,,,40.916542,-73.795206
Westchester Jewish Community Services,14590,487 South Broadway,Yonkers,Westchester,NY,10705,,Westchester Jewish Community Srvcs OP,53661,Westchester,141 N. Central Ave,Hartsdale,NY,10530,1912.0,Seth Diamond,sdiamond@wjcs.com,9148488100,,Outpatient Services,Outpatient Clinic,,,Y,,,,,,11 West Prospect Avenue,Mount Vernon,10550.0,Westchester,40.916488,-73.897145
